gitaccount_id,district_id,frequency,date
3882,10,POPLATEK MESICNE,1993/7/9
4159,74,POPLATEK MESICNE,1993/7/9
907,41,POPLATEK MESICNE,1993/7/9
1411,54,POPLATEK MESICNE,1993/7/9
1684,32,POPLATEK TYDNE,1993/7/10
3748,1,POPLATEK MESICNE,1993/7/10
2213,68,POPLATEK MESICNE,1993/7/11
1062,6,POPLATEK MESICNE,1993/7/11
273,24,POPLATEK PO OBRATU,1993/7/11
10320,68,POPLATEK MESICNE,1993/7/11
1416,66,POPLATEK TYDNE,1993/7/12
3277,36,POPLATEK MESICNE,1993/7/12
1892,28,POPLATEK MESICNE,1993/7/13
3413,70,POPLATEK MESICNE,1993/7/13
3654,47,POPLATEK MESICNE,1993/7/13
3000,28,POPLATEK MESICNE,1993/7/14
3955,64,POPLATEK MESICNE,1993/7/14
1544,69,POPLATEK MESICNE,1993/7/14
9703,68,POPLATEK MESICNE,1993/7/15
234,73,POPLATEK MESICNE,1993/7/15
3241,44,POPLATEK MESICNE,1993/7/16
3465,1,POPLATEK MESICNE,1993/7/16
3152,1,POPLATEK MESICNE,1993/7/16
1497,1,POPLATEK MESICNE,1993/7/16
3078,1,POPLATEK MESICNE,1993/7/16
400,28,POPLATEK MESICNE,1993/7/17
1902,50,POPLATEK TYDNE,1993/7/17
757,50,POPLATEK MESICNE,1993/7/19
1116,1,POPLATEK MESICNE,1993/7/20
5700,42,POPLATEK MESICNE,1993/7/20
3267,64,POPLATEK MESICNE,1993/7/21
3222,4,POPLATEK MESICNE,1993/7/21
408,41,POPLATEK MESICNE,1993/7/21
2818,40,POPLATEK MESICNE,1993/7/21
6273,38,POPLATEK MESICNE,1993/7/21
2513,70,POPLATEK MESICNE,1993/7/22
3493,63,POPLATEK MESICNE,1993/7/22
1201,61,POPLATEK MESICNE,1993/7/23
4478,70,POPLATEK MESICNE,1993/7/23
2915,57,POPLATEK MESICNE,1993/7/23
9833,20,POPLATEK MESICNE,1993/7/24
2253,74,POPLATEK MESICNE,1993/7/24
1069,70,POPLATEK MESICNE,1993/7/24
207,2,POPLATEK MESICNE,1993/7/25
3212,70,POPLATEK MESICNE,1993/7/25
4035,1,POPLATEK MESICNE,1993/7/25
1268,74,POPLATEK MESICNE,1993/7/25
3287,18,POPLATEK MESICNE,1993/7/26
6226,74,POPLATEK TYDNE,1993/7/26
2123,64,POPLATEK MESICNE,1993/7/26
3982,26,POPLATEK MESICNE,1993/7/27
2701,71,POPLATEK MESICNE,1993/7/27
3629,48,POPLATEK MESICNE,1993/7/27
2841,71,POPLATEK MESICNE,1993/7/27
563,53,POPLATEK MESICNE,1993/7/27
2732,5,POPLATEK MESICNE,1993/7/27
1297,70,POPLATEK MESICNE,1993/7/27
7485,39,POPLATEK MESICNE,1993/7/28
2088,4,POPLATEK MESICNE,1993/7/28
225,1,POPLATEK MESICNE,1993/7/28
1630,72,POPLATEK MESICNE,1993/7/28
403,1,POPLATEK MESICNE,1993/7/29
445,63,POPLATEK TYDNE,1993/7/29
186,1,POPLATEK TYDNE,1993/7/29
3720,36,POPLATEK MESICNE,1993/7/30
574,70,POPLATEK MESICNE,1993/7/30
1429,57,POPLATEK MESICNE,1993/7/30
3580,43,POPLATEK MESICNE,1993/8/1
7819,38,POPLATEK MESICNE,1993/8/1
759,23,POPLATEK MESICNE,1993/8/1
6363,74,POPLATEK MESICNE,1993/8/1
3738,51,POPLATEK MESICNE,1993/8/1
4000,7,POPLATEK MESICNE,1993/8/2
9041,1,POPLATEK MESICNE,1993/8/3
2620,22,POPLATEK MESICNE,1993/8/3
3609,28,POPLATEK MESICNE,1993/8/3
1382,48,POPLATEK MESICNE,1993/8/3
930,41,POPLATEK MESICNE,1993/8/3
1925,12,POPLATEK MESICNE,1993/8/3
1834,62,POPLATEK MESICNE,1993/8/3
1507,35,POPLATEK MESICNE,1993/8/3
7857,75,POPLATEK MESICNE,1993/8/4
6636,72,POPLATEK TYDNE,1993/8/4
601,29,POPLATEK MESICNE,1993/8/4
3298,29,POPLATEK MESICNE,1993/8/4
2938,1,POPLATEK MESICNE,1993/8/4
2199,1,POPLATEK MESICNE,1993/8/4
3745,5,POPLATEK MESICNE,1993/8/4
3699,50,POPLATEK MESICNE,1993/8/5
816,52,POPLATEK MESICNE,1993/8/5
3656,53,POPLATEK MESICNE,1993/8/6
2038,42,POPLATEK MESICNE,1993/8/6
2542,21,POPLATEK MESICNE,1993/8/7
1136,12,POPLATEK MESICNE,1993/8/7
1589,37,POPLATEK MESICNE,1993/8/7
3136,69,POPLATEK MESICNE,1993/8/7
3547,54,POPLATEK MESICNE,1993/8/7
26,52,POPLATEK MESICNE,1993/8/8
657,47,POPLATEK MESICNE,1993/8/8
3538,58,POPLATEK MESICNE,1993/8/8
2167,16,POPLATEK MESICNE,1993/8/8
3127,66,POPLATEK MESICNE,1993/8/8
47,45,POPLATEK MESICNE,1993/8/8
3850,8,POPLATEK MESICNE,1993/8/9
5366,70,POPLATEK MESICNE,1993/8/9
747,39,POPLATEK MESICNE,1993/8/9
3166,71,POPLATEK MESICNE,1993/8/10
11021,1,POPLATEK MESICNE,1993/8/10
1701,1,POPLATEK MESICNE,1993/8/10
3613,43,POPLATEK MESICNE,1993/8/10
3600,27,POPLATEK MESICNE,1993/8/10
3792,10,POPLATEK MESICNE,1993/8/11
523,1,POPLATEK MESICNE,1993/8/11
3808,38,POPLATEK MESICNE,1993/8/11
1401,1,POPLATEK MESICNE,1993/8/12
541,61,POPLATEK MESICNE,1993/8/12
1023,21,POPLATEK MESICNE,1993/8/13
3683,33,POPLATEK MESICNE,1993/8/13
3220,29,POPLATEK MESICNE,1993/8/14
1779,33,POPLATEK MESICNE,1993/8/15
1912,64,POPLATEK MESICNE,1993/8/15
238,6,POPLATEK MESICNE,1993/8/15
3113,67,POPLATEK MESICNE,1993/8/16
5481,52,POPLATEK MESICNE,1993/8/16
3035,15,POPLATEK TYDNE,1993/8/16
942,9,POPLATEK MESICNE,1993/8/16
3221,5,POPLATEK MESICNE,1993/8/17
2616,1,POPLATEK MESICNE,1993/8/17
2137,4,POPLATEK PO OBRATU,1993/8/17
978,73,POPLATEK MESICNE,1993/8/18
2771,37,POPLATEK MESICNE,1993/8/18
3891,1,POPLATEK MESICNE,1993/8/18
9236,11,POPLATEK MESICNE,1993/8/18
274,76,POPLATEK MESICNE,1993/8/20
552,14,POPLATEK MESICNE,1993/8/20
2417,44,POPLATEK MESICNE,1993/8/20
3868,43,POPLATEK MESICNE,1993/8/21
9869,12,POPLATEK MESICNE,1993/8/21
1875,44,POPLATEK MESICNE,1993/8/21
8212,52,POPLATEK PO OBRATU,1993/8/21
3477,71,POPLATEK MESICNE,1993/8/22
1513,30,POPLATEK MESICNE,1993/8/23
3053,11,POPLATEK MESICNE,1993/8/23
1057,13,POPLATEK MESICNE,1993/8/23
6030,47,POPLATEK MESICNE,1993/8/24
3407,28,POPLATEK MESICNE,1993/8/24
1761,24,POPLATEK MESICNE,1993/8/24
3306,75,POPLATEK MESICNE,1993/8/24
162,60,POPLATEK MESICNE,1993/8/25
5011,31,POPLATEK MESICNE,1993/8/25
965,20,POPLATEK MESICNE,1993/8/25
1305,57,POPLATEK MESICNE,1993/8/25
815,56,POPLATEK MESICNE,1993/8/25
1449,35,POPLATEK MESICNE,1993/8/26
950,49,POPLATEK MESICNE,1993/8/26
3361,45,POPLATEK MESICNE,1993/8/26
3837,48,POPLATEK PO OBRATU,1993/8/26
33,22,POPLATEK MESICNE,1993/8/26
2894,17,POPLATEK MESICNE,1993/8/28
2510,61,POPLATEK MESICNE,1993/8/28
389,30,POPLATEK MESICNE,1993/8/28
6051,56,POPLATEK MESICNE,1993/8/28
730,4,POPLATEK MESICNE,1993/8/28
1694,6,POPLATEK TYDNE,1993/8/29
721,76,POPLATEK MESICNE,1993/8/29
1106,20,POPLATEK TYDNE,1993/8/29
3319,56,POPLATEK MESICNE,1993/8/29
10451,1,POPLATEK MESICNE,1993/8/29
172,13,POPLATEK MESICNE,1993/8/30
3920,74,POPLATEK MESICNE,1993/9/1
3011,64,POPLATEK MESICNE,1993/9/1
1337,23,POPLATEK MESICNE,1993/9/1
2592,69,POPLATEK MESICNE,1993/9/1
146,4,POPLATEK MESICNE,1993/9/2
2576,1,POPLATEK MESICNE,1993/9/2
3195,40,POPLATEK MESICNE,1993/9/2
8073,24,POPLATEK PO OBRATU,1993/9/3
4463,67,POPLATEK MESICNE,1993/9/3
2082,36,POPLATEK MESICNE,1993/9/3
2020,13,POPLATEK MESICNE,1993/9/4
160,23,POPLATEK MESICNE,1993/9/4
7607,1,POPLATEK MESICNE,1993/9/5
117,31,POPLATEK MESICNE,1993/9/5
3509,2,POPLATEK MESICNE,1993/9/5
151,76,POPLATEK MESICNE,1993/9/6
1719,1,POPLATEK MESICNE,1993/9/6
3456,32,POPLATEK MESICNE,1993/9/6
2951,44,POPLATEK MESICNE,1993/9/6
7190,49,POPLATEK MESICNE,1993/9/6
1827,10,POPLATEK MESICNE,1993/9/6
1689,55,POPLATEK MESICNE,1993/9/7
1197,68,POPLATEK MESICNE,1993/9/7
5952,50,POPLATEK MESICNE,1993/9/7
6930,41,POPLATEK MESICNE,1993/9/8
1107,42,POPLATEK MESICNE,1993/9/8
8475,4,POPLATEK MESICNE,1993/9/8
3575,7,POPLATEK MESICNE,1993/9/8
2691,69,POPLATEK MESICNE,1993/9/8
3323,13,POPLATEK MESICNE,1993/9/8
2428,72,POPLATEK MESICNE,1993/9/8
2649,2,POPLATEK MESICNE,1993/9/8
2907,70,POPLATEK MESICNE,1993/9/9
1091,16,POPLATEK MESICNE,1993/9/9
1487,66,POPLATEK MESICNE,1993/9/10
3157,77,POPLATEK MESICNE,1993/9/10
4414,24,POPLATEK MESICNE,1993/9/10
2302,24,POPLATEK MESICNE,1993/9/10
1410,74,POPLATEK MESICNE,1993/9/11
1146,67,POPLATEK MESICNE,1993/9/12
8564,68,POPLATEK MESICNE,1993/9/12
750,73,POPLATEK MESICNE,1993/9/12
2150,37,POPLATEK MESICNE,1993/9/12
10940,50,POPLATEK MESICNE,1993/9/13
9337,30,POPLATEK MESICNE,1993/9/13
861,22,POPLATEK MESICNE,1993/9/13
10440,72,POPLATEK MESICNE,1993/9/13
10036,1,POPLATEK MESICNE,1993/9/13
1234,6,POPLATEK MESICNE,1993/9/13
7774,74,POPLATEK PO OBRATU,1993/9/14
1547,72,POPLATEK MESICNE,1993/9/14
1079,74,POPLATEK MESICNE,1993/9/14
3863,15,POPLATEK MESICNE,1993/9/14
3480,58,POPLATEK MESICNE,1993/9/14
2671,1,POPLATEK MESICNE,1993/9/15
1705,70,POPLATEK MESICNE,1993/9/15
3028,27,POPLATEK MESICNE,1993/9/15
3310,25,POPLATEK MESICNE,1993/9/15
6715,48,POPLATEK TYDNE,1993/9/15
3255,1,POPLATEK MESICNE,1993/9/15
3751,9,POPLATEK MESICNE,1993/9/15
2987,18,POPLATEK MESICNE,1993/9/16
857,77,POPLATEK MESICNE,1993/9/16
3042,10,POPLATEK MESICNE,1993/9/16
2695,16,POPLATEK MESICNE,1993/9/16
2849,1,POPLATEK MESICNE,1993/9/16
2802,1,POPLATEK MESICNE,1993/9/16
34,67,POPLATEK TYDNE,1993/9/17
7133,1,POPLATEK MESICNE,1993/9/17
699,1,POPLATEK MESICNE,1993/9/17
2282,29,POPLATEK TYDNE,1993/9/17
8489,19,POPLATEK MESICNE,1993/9/18
837,46,POPLATEK MESICNE,1993/9/18
8759,1,POPLATEK MESICNE,1993/9/18
1602,33,POPLATEK MESICNE,1993/9/19
2958,48,POPLATEK MESICNE,1993/9/19
3408,62,POPLATEK MESICNE,1993/9/19
153,77,POPLATEK MESICNE,1993/9/19
3268,21,POPLATEK MESICNE,1993/9/20
854,62,POPLATEK MESICNE,1993/9/21
1831,1,POPLATEK MESICNE,1993/9/21
39,36,POPLATEK MESICNE,1993/9/22
1811,40,POPLATEK MESICNE,1993/9/22
3822,8,POPLATEK MESICNE,1993/9/22
1404,7,POPLATEK TYDNE,1993/9/22
517,76,POPLATEK MESICNE,1993/9/22
1440,55,POPLATEK MESICNE,1993/9/22
3505,46,POPLATEK MESICNE,1993/9/23
1804,20,POPLATEK TYDNE,1993/9/23
2617,1,POPLATEK MESICNE,1993/9/24
467,74,POPLATEK MESICNE,1993/9/24
4437,40,POPLATEK MESICNE,1993/9/24
1453,61,POPLATEK TYDNE,1993/9/25
3977,7,POPLATEK MESICNE,1993/9/25
8982,64,POPLATEK MESICNE,1993/9/25
27,73,POPLATEK MESICNE,1993/9/26
4511,33,POPLATEK MESICNE,1993/9/26
1052,61,POPLATEK MESICNE,1993/9/27
10227,62,POPLATEK PO OBRATU,1993/9/27
3171,61,POPLATEK MESICNE,1993/9/28
228,5,POPLATEK MESICNE,1993/9/28
3618,29,POPLATEK MESICNE,1993/9/29
1016,40,POPLATEK MESICNE,1993/9/29
15,70,POPLATEK MESICNE,1993/10/2
3237,20,POPLATEK MESICNE,1993/10/2
1485,36,POPLATEK MESICNE,1993/10/3
7769,23,POPLATEK MESICNE,1993/10/3
2613,26,POPLATEK MESICNE,1993/10/3
2201,8,POPLATEK MESICNE,1993/10/5
1896,74,POPLATEK MESICNE,1993/10/5
5387,1,POPLATEK MESICNE,1993/10/5
3535,1,POPLATEK MESICNE,1993/10/5
1120,1,POPLATEK MESICNE,1993/10/5
235,41,POPLATEK MESICNE,1993/10/6
3701,76,POPLATEK MESICNE,1993/10/6
1516,67,POPLATEK MESICNE,1993/10/8
4543,33,POPLATEK MESICNE,1993/10/8
2427,70,POPLATEK TYDNE,1993/10/8
1981,64,POPLATEK MESICNE,1993/10/8
8566,74,POPLATEK MESICNE,1993/10/8
678,17,POPLATEK MESICNE,1993/10/8
4659,56,POPLATEK MESICNE,1993/10/8
4059,34,POPLATEK MESICNE,1993/10/8
4013,73,POPLATEK PO OBRATU,1993/10/8
7011,75,POPLATEK MESICNE,1993/10/8
2132,76,POPLATEK MESICNE,1993/10/8
1816,44,POPLATEK MESICNE,1993/10/8
2623,58,POPLATEK MESICNE,1993/10/9
2793,47,POPLATEK MESICNE,1993/10/9
2479,18,POPLATEK MESICNE,1993/10/9
11135,75,POPLATEK MESICNE,1993/10/10
8041,1,POPLATEK MESICNE,1993/10/10
492,5,POPLATEK MESICNE,1993/10/10
799,56,POPLATEK MESICNE,1993/10/10
3972,51,POPLATEK MESICNE,1993/10/11
1468,54,POPLATEK MESICNE,1993/10/11
624,70,POPLATEK MESICNE,1993/10/11
3483,40,POPLATEK MESICNE,1993/10/12
4260,56,POPLATEK MESICNE,1993/10/14
616,43,POPLATEK MESICNE,1993/10/14
931,59,POPLATEK MESICNE,1993/10/15
102,11,POPLATEK MESICNE,1993/10/16
540,75,POPLATEK MESICNE,1993/10/16
2660,1,POPLATEK TYDNE,1993/10/17
4287,1,POPLATEK MESICNE,1993/10/17
3551,6,POPLATEK MESICNE,1993/10/17
2072,41,POPLATEK MESICNE,1993/10/17
4119,77,POPLATEK MESICNE,1993/10/18
1345,28,POPLATEK MESICNE,1993/10/19
1565,36,POPLATEK MESICNE,1993/10/20
2824,11,POPLATEK MESICNE,1993/10/20
2052,61,POPLATEK MESICNE,1993/10/20
1767,21,POPLATEK MESICNE,1993/10/20
2140,75,POPLATEK MESICNE,1993/10/21
1051,35,POPLATEK MESICNE,1993/10/21
3927,56,POPLATEK MESICNE,1993/10/22
2050,1,POPLATEK MESICNE,1993/10/22
2276,31,POPLATEK MESICNE,1993/10/22
126,5,POPLATEK MESICNE,1993/10/23
2859,11,POPLATEK MESICNE,1993/10/23
2667,23,POPLATEK MESICNE,1993/10/23
1789,46,POPLATEK MESICNE,1993/10/23
838,47,POPLATEK MESICNE,1993/10/23
3264,70,POPLATEK MESICNE,1993/10/23
198,70,POPLATEK MESICNE,1993/10/25
2345,5,POPLATEK MESICNE,1993/10/25
5256,72,POPLATEK PO OBRATU,1993/10/25
40,64,POPLATEK MESICNE,1993/10/25
419,13,POPLATEK MESICNE,1993/10/25
3892,43,POPLATEK MESICNE,1993/10/25
1217,69,POPLATEK MESICNE,1993/10/25
397,11,POPLATEK MESICNE,1993/10/26
3146,68,POPLATEK MESICNE,1993/10/26
287,16,POPLATEK MESICNE,1993/10/27
2180,45,POPLATEK MESICNE,1993/10/27
354,59,POPLATEK MESICNE,1993/10/28
259,2,POPLATEK MESICNE,1993/10/28
1666,67,POPLATEK MESICNE,1993/10/30
1495,36,POPLATEK MESICNE,1993/11/1
2582,28,POPLATEK MESICNE,1993/11/1
4470,16,POPLATEK MESICNE,1993/11/1
1381,57,POPLATEK MESICNE,1993/11/1
2435,38,POPLATEK MESICNE,1993/11/1
542,1,POPLATEK MESICNE,1993/11/1
1123,13,POPLATEK MESICNE,1993/11/1
3225,1,POPLATEK MESICNE,1993/11/1
1133,1,POPLATEK MESICNE,1993/11/1
3086,1,POPLATEK MESICNE,1993/11/2
2250,35,POPLATEK MESICNE,1993/11/2
340,1,POPLATEK MESICNE,1993/11/3
4079,52,POPLATEK MESICNE,1993/11/3
841,1,POPLATEK MESICNE,1993/11/4
2269,6,POPLATEK MESICNE,1993/11/4
2867,30,POPLATEK MESICNE,1993/11/4
3371,68,POPLATEK MESICNE,1993/11/4
520,60,POPLATEK MESICNE,1993/11/4
743,10,POPLATEK MESICNE,1993/11/5
3640,10,POPLATEK MESICNE,1993/11/5
3354,63,POPLATEK MESICNE,1993/11/5
107,64,POPLATEK MESICNE,1993/11/5
243,55,POPLATEK TYDNE,1993/11/6
3687,71,POPLATEK MESICNE,1993/11/6
1984,73,POPLATEK MESICNE,1993/11/7
4173,1,POPLATEK MESICNE,1993/11/8
2700,74,POPLATEK MESICNE,1993/11/8
2318,73,POPLATEK MESICNE,1993/11/8
7965,55,POPLATEK MESICNE,1993/11/8
3352,42,POPLATEK MESICNE,1993/11/8
4255,70,POPLATEK TYDNE,1993/11/8
73,72,POPLATEK MESICNE,1993/11/8
3948,1,POPLATEK MESICNE,1993/11/9
648,13,POPLATEK MESICNE,1993/11/9
3688,70,POPLATEK MESICNE,1993/11/10
462,29,POPLATEK MESICNE,1993/11/10
3243,1,POPLATEK MESICNE,1993/11/10
8625,64,POPLATEK MESICNE,1993/11/10
321,47,POPLATEK MESICNE,1993/11/11
3548,23,POPLATEK MESICNE,1993/11/11
5984,11,POPLATEK MESICNE,1993/11/11
3091,3,POPLATEK MESICNE,1993/11/11
626,72,POPLATEK MESICNE,1993/11/11
998,47,POPLATEK MESICNE,1993/11/11
3326,5,POPLATEK MESICNE,1993/11/11
2457,76,POPLATEK MESICNE,1993/11/11
2549,74,POPLATEK MESICNE,1993/11/12
1947,35,POPLATEK MESICNE,1993/11/12
2738,41,POPLATEK MESICNE,1993/11/12
1809,1,POPLATEK TYDNE,1993/11/12
519,24,POPLATEK MESICNE,1993/11/12
2665,61,POPLATEK MESICNE,1993/11/13
1114,6,POPLATEK TYDNE,1993/11/13
8957,1,POPLATEK MESICNE,1993/11/13
2271,68,POPLATEK MESICNE,1993/11/13
196,4,POPLATEK MESICNE,1993/11/14
3218,41,POPLATEK MESICNE,1993/11/14
3660,74,POPLATEK MESICNE,1993/11/14
787,10,POPLATEK MESICNE,1993/11/14
3820,1,POPLATEK MESICNE,1993/11/14
10906,76,POPLATEK MESICNE,1993/11/14
914,73,POPLATEK MESICNE,1993/11/14
9656,61,POPLATEK MESICNE,1993/11/14
1941,60,POPLATEK MESICNE,1993/11/15
3617,22,POPLATEK MESICNE,1993/11/15
3370,49,POPLATEK MESICNE,1993/11/15
1664,56,POPLATEK MESICNE,1993/11/15
4337,29,POPLATEK MESICNE,1993/11/16
2557,40,POPLATEK MESICNE,1993/11/17
1527,31,POPLATEK PO OBRATU,1993/11/17
3938,57,POPLATEK MESICNE,1993/11/17
1686,11,POPLATEK MESICNE,1993/11/18
10670,60,POPLATEK MESICNE,1993/11/18
3309,66,POPLATEK MESICNE,1993/11/20
3107,5,POPLATEK MESICNE,1993/11/20
8377,29,POPLATEK MESICNE,1993/11/20
345,5,POPLATEK MESICNE,1993/11/20
498,1,POPLATEK MESICNE,1993/11/21
3571,39,POPLATEK MESICNE,1993/11/21
5991,1,POPLATEK MESICNE,1993/11/21
1128,74,POPLATEK MESICNE,1993/11/21
10439,66,POPLATEK MESICNE,1993/11/21
1302,55,POPLATEK MESICNE,1993/11/21
10788,67,POPLATEK TYDNE,1993/11/22
4343,31,POPLATEK MESICNE,1993/11/22
2460,1,POPLATEK MESICNE,1993/11/22
1931,20,POPLATEK MESICNE,1993/11/23
2972,12,POPLATEK MESICNE,1993/11/23
1286,66,POPLATEK PO OBRATU,1993/11/23
1235,76,POPLATEK MESICNE,1993/11/23
4385,23,POPLATEK MESICNE,1993/11/23
7449,1,POPLATEK MESICNE,1993/11/24
545,54,POPLATEK MESICNE,1993/11/24
245,65,POPLATEK MESICNE,1993/11/25
688,74,POPLATEK MESICNE,1993/11/25
173,66,POPLATEK MESICNE,1993/11/26
10904,48,POPLATEK MESICNE,1993/11/26
7844,1,POPLATEK MESICNE,1993/11/26
6353,26,POPLATEK MESICNE,1993/11/26
604,12,POPLATEK MESICNE,1993/11/26
6806,1,POPLATEK MESICNE,1993/11/26
5927,15,POPLATEK MESICNE,1993/11/26
2419,24,POPLATEK MESICNE,1993/11/27
1288,11,POPLATEK MESICNE,1993/11/27
3003,18,POPLATEK MESICNE,1993/11/27
10131,1,POPLATEK MESICNE,1993/11/27
1952,70,POPLATEK MESICNE,1993/11/28
651,72,POPLATEK MESICNE,1993/11/28
2989,4,POPLATEK MESICNE,1993/11/28
1499,47,POPLATEK MESICNE,1993/11/28
426,1,POPLATEK MESICNE,1993/11/29
3570,44,POPLATEK MESICNE,1993/11/29
4237,18,POPLATEK MESICNE,1993/11/29
2739,59,POPLATEK MESICNE,1993/11/29
4526,63,POPLATEK MESICNE,1993/11/29
1621,75,POPLATEK MESICNE,1993/12/1
344,54,POPLATEK MESICNE,1993/12/1
1359,8,POPLATEK MESICNE,1993/12/2
290,56,POPLATEK MESICNE,1993/12/2
66,48,POPLATEK PO OBRATU,1993/12/3
1314,48,POPLATEK MESICNE,1993/12/3
3145,4,POPLATEK MESICNE,1993/12/3
1204,29,POPLATEK MESICNE,1993/12/3
437,43,POPLATEK MESICNE,1993/12/3
2063,1,POPLATEK MESICNE,1993/12/4
3087,15,POPLATEK MESICNE,1993/12/4
2588,5,POPLATEK MESICNE,1993/12/4
956,74,POPLATEK MESICNE,1993/12/5
597,41,POPLATEK MESICNE,1993/12/5
3129,5,POPLATEK MESICNE,1993/12/5
884,2,POPLATEK MESICNE,1993/12/7
4264,28,POPLATEK MESICNE,1993/12/7
3223,1,POPLATEK MESICNE,1993/12/7
737,34,POPLATEK MESICNE,1993/12/8
2306,38,POPLATEK MESICNE,1993/12/8
1673,53,POPLATEK MESICNE,1993/12/8
10663,11,POPLATEK MESICNE,1993/12/8
3345,22,POPLATEK MESICNE,1993/12/8
1970,8,POPLATEK MESICNE,1993/12/8
2504,16,POPLATEK MESICNE,1993/12/9
358,12,POPLATEK MESICNE,1993/12/9
2980,66,POPLATEK MESICNE,1993/12/9
3918,53,POPLATEK MESICNE,1993/12/9
1680,59,POPLATEK MESICNE,1993/12/10
3039,1,POPLATEK MESICNE,1993/12/10
3380,64,POPLATEK MESICNE,1993/12/10
2128,22,POPLATEK MESICNE,1993/12/10
903,47,POPLATEK MESICNE,1993/12/10
1762,28,POPLATEK MESICNE,1993/12/11
61,70,POPLATEK MESICNE,1993/12/11
391,36,POPLATEK MESICNE,1993/12/11
2305,1,POPLATEK MESICNE,1993/12/11
1588,67,POPLATEK MESICNE,1993/12/11
183,43,POPLATEK MESICNE,1993/12/12
365,74,POPLATEK MESICNE,1993/12/12
2476,32,POPLATEK MESICNE,1993/12/12
347,65,POPLATEK MESICNE,1993/12/13
1877,76,POPLATEK MESICNE,1993/12/13
3196,1,POPLATEK MESICNE,1993/12/13
2928,55,POPLATEK MESICNE,1993/12/14
1225,4,POPLATEK MESICNE,1993/12/14
3825,7,POPLATEK MESICNE,1993/12/14
180,55,POPLATEK TYDNE,1993/12/14
2813,24,POPLATEK MESICNE,1993/12/15
1605,72,POPLATEK MESICNE,1993/12/16
1792,7,POPLATEK MESICNE,1993/12/16
1604,54,POPLATEK MESICNE,1993/12/16
883,1,POPLATEK MESICNE,1993/12/17
441,27,POPLATEK TYDNE,1993/12/17
3429,73,POPLATEK MESICNE,1993/12/17
4514,69,POPLATEK MESICNE,1993/12/18
1088,32,POPLATEK MESICNE,1993/12/19
3094,56,POPLATEK MESICNE,1993/12/20
1768,15,POPLATEK MESICNE,1993/12/20
2768,73,POPLATEK MESICNE,1993/12/20
2257,57,POPLATEK MESICNE,1993/12/21
1882,1,POPLATEK MESICNE,1993/12/21
719,30,POPLATEK MESICNE,1993/12/21
5092,74,POPLATEK MESICNE,1993/12/21
3292,1,POPLATEK MESICNE,1993/12/21
3604,75,POPLATEK MESICNE,1993/12/22
2733,76,POPLATEK MESICNE,1993/12/22
3669,76,POPLATEK MESICNE,1993/12/22
1940,52,POPLATEK MESICNE,1993/12/22
3056,55,POPLATEK MESICNE,1993/12/22
1419,33,POPLATEK MESICNE,1993/12/22
2971,76,POPLATEK TYDNE,1993/12/23
1959,62,POPLATEK MESICNE,1993/12/24
3164,33,POPLATEK MESICNE,1993/12/24
3197,1,POPLATEK MESICNE,1993/12/25
2770,42,POPLATEK MESICNE,1993/12/25
7944,59,POPLATEK MESICNE,1993/12/27
1080,55,POPLATEK MESICNE,1993/12/27
6148,74,POPLATEK MESICNE,1993/12/27
2010,1,POPLATEK MESICNE,1993/12/27
3135,72,POPLATEK MESICNE,1993/12/27
1098,47,POPLATEK MESICNE,1993/12/28
100,41,POPLATEK MESICNE,1993/12/28
2913,8,POPLATEK MESICNE,1993/12/28
1153,35,POPLATEK MESICNE,1993/12/29
1635,19,POPLATEK MESICNE,1993/12/29
2842,14,POPLATEK MESICNE,1993/12/29
3759,1,POPLATEK MESICNE,1993/12/29
3594,29,POPLATEK MESICNE,1993/12/30
2778,38,POPLATEK MESICNE,1993/12/30
2161,15,POPLATEK TYDNE,1993/12/30
2789,14,POPLATEK MESICNE,1994/1/1
1552,18,POPLATEK MESICNE,1994/1/2
628,72,POPLATEK MESICNE,1994/1/3
1458,29,POPLATEK MESICNE,1994/1/3
2673,34,POPLATEK MESICNE,1994/1/4
1788,1,POPLATEK MESICNE,1994/1/4
1193,29,POPLATEK MESICNE,1994/1/5
969,19,POPLATEK MESICNE,1994/1/8
1512,1,POPLATEK MESICNE,1994/1/8
3997,62,POPLATEK MESICNE,1994/1/13
2179,1,POPLATEK TYDNE,1994/1/14
1164,35,POPLATEK MESICNE,1994/1/14
4774,66,POPLATEK MESICNE,1994/1/14
4413,74,POPLATEK TYDNE,1994/1/15
1824,52,POPLATEK MESICNE,1994/1/17
1231,7,POPLATEK MESICNE,1994/1/18
2664,58,POPLATEK MESICNE,1994/1/20
1627,1,POPLATEK MESICNE,1994/1/20
9104,10,POPLATEK MESICNE,1994/1/21
2326,70,POPLATEK MESICNE,1994/1/24
4356,47,POPLATEK MESICNE,1994/1/26
3667,55,POPLATEK MESICNE,1994/1/26
742,77,POPLATEK MESICNE,1994/1/28
2538,42,POPLATEK MESICNE,1994/1/30
127,29,POPLATEK MESICNE,1994/2/2
726,76,POPLATEK MESICNE,1994/2/3
4907,42,POPLATEK MESICNE,1994/2/6
2628,64,POPLATEK PO OBRATU,1994/2/6
3898,70,POPLATEK MESICNE,1994/2/7
6472,61,POPLATEK MESICNE,1994/2/8
1770,65,POPLATEK MESICNE,1994/2/8
2472,60,POPLATEK MESICNE,1994/2/8
1159,49,POPLATEK MESICNE,1994/2/9
