client_id,birth_number,district_id,gender,age
981,1960/6/28,5,M,39
984,1949/7/3,20,M,50
985,1947/1/13,20,F,52
986,1955/5/16,74,M,44
987,1952/5/20,60,M,47
988,1939/10/1,40,F,60
989,1933/8/15,40,M,66
990,1961/12/24,71,M,38
991,1941/6/27,32,M,58
992,1948/5/21,19,M,51
993,1969/10/31,44,F,30
994,1971/4/27,36,M,28
995,1973/10/30,36,F,26
996,1980/6/26,1,F,19
997,1950/11/11,59,M,49
998,1953/6/28,59,F,46
999,1966/9/1,74,F,33
1000,1961/10/27,74,M,38
1001,1947/4/14,44,M,52
1002,1944/3/8,42,F,55
1003,1937/10/31,31,F,62
1004,1957/9/25,3,M,42
1006,1942/6/28,46,F,57
1007,1938/1/5,46,M,61
1008,1956/7/6,6,M,43
1009,1962/4/27,33,F,37
1010,1955/8/16,33,M,44
1011,1939/7/13,16,M,60
1012,1966/2/13,70,F,33
1013,1973/3/12,70,M,26
1014,1931/2/8,1,M,68
1015,1934/3/13,62,M,65
1016,1940/7/21,62,F,59
1017,1943/2/12,6,F,56
1018,1945/2/28,53,M,54
1019,1946/12/22,14,F,53
1020,1977/5/10,72,F,22
1021,1977/8/5,2,M,22
1022,1940/7/23,31,M,59
1023,1938/12/28,1,M,61
1024,1956/3/29,25,M,43
1025,1964/7/8,15,M,35
1026,1979/8/12,57,M,20
1027,1940/11/4,1,F,59
1028,1934/10/2,1,M,65
1029,1954/3/16,1,F,45
1030,1947/10/11,1,M,52
1031,1968/12/11,2,F,31
1032,1938/10/30,1,F,61
1033,1937/10/14,1,M,62
1034,1974/11/11,52,F,25
1035,1971/3/28,13,F,28
1036,1976/12/6,13,M,23
1037,1965/11/1,1,F,34
1038,1961/9/23,69,F,38
1039,1980/10/11,70,F,19
1040,1960/6/17,1,M,39
1041,1961/7/5,72,M,38
1042,1966/9/25,17,F,33
1043,1963/11/16,17,M,36
1044,1971/9/13,9,F,28
1045,1947/12/24,60,F,52
1046,1975/8/24,1,M,24
1047,1963/7/11,16,F,36
1048,1974/10/3,70,F,25
1049,1942/11/11,1,M,57
1050,1971/7/1,27,F,28
1051,1971/8/26,73,F,28
1052,1964/3/11,56,M,35
1053,1958/6/3,56,F,41
1054,1924/8/20,63,M,75
1055,1919/5/17,4,M,80
1056,1963/6/19,1,M,36
1057,1939/2/21,52,M,60
1058,1975/8/1,9,F,24
1059,1960/6/3,26,M,39
1060,1957/12/17,26,F,42
1062,1975/1/8,16,M,24
1063,1976/6/12,16,F,23
1064,1951/2/3,1,F,48
1065,1957/11/26,2,M,42
1066,1940/10/18,1,M,59
1067,1952/5/14,1,M,47
1068,1926/10/20,13,F,73
1069,1938/2/21,54,F,61
1070,1938/12/2,54,M,61
1071,1925/1/25,43,M,74
1072,1966/12/8,60,F,33
1073,1924/4/10,34,M,75
1074,1928/8/25,34,F,71
1075,1934/6/4,65,F,65
1076,1979/5/11,53,F,20
1077,1920/6/23,46,M,79
1078,1978/12/15,24,F,21
1079,1961/7/15,3,M,38
1080,1950/10/6,54,F,49
1081,1970/12/16,71,M,29
1082,1967/2/23,9,M,32
1083,1937/12/15,48,M,62
1084,1944/4/9,48,F,55
1085,1932/12/19,60,F,67
1086,1973/5/4,74,M,26
1087,1978/7/30,74,F,21
1088,1969/8/23,47,F,30
1089,1939/12/9,1,M,60
1090,1939/6/20,35,F,60
1091,1940/6/27,59,F,59
1092,1962/7/20,41,F,37
1093,1976/7/28,62,F,23
1094,1960/10/4,30,F,39
1095,1954/2/16,30,M,45
1096,1926/3/3,1,F,73
1097,1930/9/2,1,M,69
1098,1948/9/10,60,F,51
1099,1979/11/21,65,F,20
1100,1951/7/4,59,M,48
1101,1946/6/22,74,M,53
1102,1935/1/29,72,M,64
1103,1951/8/18,1,M,48
1104,1955/2/9,1,F,44
1105,1942/1/3,56,M,57
1106,1940/2/25,56,F,59
1107,1961/4/26,60,M,38
1108,1955/12/22,62,F,44
1109,1931/9/1,58,F,68
1110,1928/3/24,10,F,71
1111,1979/6/4,61,M,20
1112,1930/7/25,13,F,69
1113,1976/8/20,11,M,23
1114,1980/6/18,59,M,19
1115,1920/8/24,36,F,79
1116,1973/4/19,69,F,26
1117,1976/11/1,20,F,23
1118,1969/11/3,20,M,30
1119,1980/1/5,54,F,19
1120,1973/10/21,41,F,26
1121,1939/3/2,59,M,60
1122,1921/2/18,20,M,78
1123,1922/8/26,20,F,77
1124,1928/4/12,21,M,71
1125,1934/3/30,9,F,65
1126,1935/10/23,9,M,64
1127,1974/11/12,23,M,25
1128,1930/7/16,7,M,69
1129,1931/9/24,43,M,68
1130,1940/11/26,70,F,59
1131,1947/10/28,55,F,52
1132,1948/3/21,55,M,51
1133,1958/9/15,37,F,41
1134,1959/10/1,37,M,40
1135,1952/7/21,8,M,47
1136,1976/9/18,9,F,23
1137,1977/3/5,1,F,22
1138,1970/9/30,70,F,29
1139,1973/9/22,70,M,26
1140,1946/2/24,18,M,53
1141,1941/4/22,21,F,58
1142,1946/11/19,59,F,53
1143,1946/5/15,59,M,53
1145,1968/9/14,58,F,31
1146,1965/11/14,54,M,34
1147,1930/5/12,3,M,69
1148,1941/5/15,41,M,58
1149,1976/9/25,14,F,23
1150,1945/6/24,74,F,54
1151,1973/3/6,59,M,26
1152,1981/3/12,74,M,18
1153,1980/11/15,70,F,19
1154,1924/1/31,72,M,75
1155,1922/7/10,72,F,77
1156,1933/11/11,1,F,66
1157,1958/12/30,4,F,41
1158,1954/8/21,1,F,45
1159,1944/2/3,64,M,55
1160,1938/7/28,64,F,61
1161,1973/5/25,7,M,26
1162,1975/2/19,26,F,24
1163,1964/8/28,20,M,35
1164,1959/9/14,15,F,40
1165,1942/10/2,15,F,57
1166,1959/6/27,74,M,40
1167,1954/3/17,74,F,45
1168,1978/5/31,19,M,21
1169,1941/1/24,18,F,58
1170,1977/4/28,12,M,22
1171,1974/3/28,46,F,25
1172,1923/6/13,54,F,76
1173,1922/6/2,54,M,77
1174,1970/3/13,29,F,29
1175,1925/10/25,1,M,74
1176,1918/8/31,1,F,81
1177,1939/6/21,77,F,60
1178,1971/10/4,1,F,28
1179,1930/10/5,1,F,69
1180,1944/10/6,21,M,55
1181,1939/11/12,1,M,60
1182,1946/10/16,66,F,53
1183,1942/11/29,54,M,57
1186,1947/8/5,2,F,52
1187,1961/9/6,32,F,38
1188,1968/9/19,32,M,31
1189,1932/2/15,74,F,67
1190,1976/4/12,15,F,23
1191,1977/6/2,15,M,22
1192,1925/1/1,10,F,74
1193,1926/1/29,19,M,73
1194,1939/6/14,17,F,60
1195,1939/1/22,39,F,60
1196,1943/4/16,22,M,56
1197,1966/10/2,6,F,33
1198,1975/2/17,72,F,24
1199,1976/10/24,64,F,23
1200,1931/11/17,47,F,68
1201,1945/9/10,54,M,54
1202,1980/10/11,47,F,19
1204,1974/11/9,77,F,25
1206,1957/6/21,50,M,42
1207,1939/9/17,28,F,60
1208,1975/9/1,70,F,24
1209,1957/4/9,36,F,42
1210,1961/10/12,6,M,38
1211,1978/7/14,1,M,21
1212,1927/9/19,13,F,72
1213,1966/4/28,1,M,33
1214,1940/11/15,61,M,59
1215,1944/5/6,45,M,55
1216,1945/6/12,65,F,54
1217,1937/4/17,59,M,62
1218,1980/5/27,74,M,19
1219,1944/7/31,1,M,55
1220,1953/12/16,40,F,46
1221,1973/5/18,14,F,26
1222,1939/11/30,7,F,60
1223,1955/8/13,14,F,44
1224,1938/5/12,56,M,61
1225,1946/8/21,42,M,53
1226,1951/4/14,33,F,48
1227,1955/10/2,33,M,44
1228,1949/8/28,21,F,50
1229,1971/2/2,19,M,28
1231,1965/9/27,20,F,34
1232,1959/4/13,20,M,40
1233,1942/10/22,68,M,57
1234,1975/1/15,23,M,24
1235,1979/7/12,23,F,20
1236,1967/4/28,26,F,32
1237,1923/11/7,57,M,76
1238,1935/9/1,74,M,64
1239,1976/9/9,11,F,23
1240,1976/8/24,32,F,23
1241,1942/12/17,73,F,57
1242,1944/8/21,73,F,55
1243,1974/10/5,11,F,25
1244,1964/5/2,1,M,35
1245,1979/8/13,64,M,20
1246,1962/11/19,70,M,37
1247,1969/10/9,70,F,30
1248,1971/6/24,19,M,28
1250,1952/8/1,43,F,47
1251,1959/5/30,1,M,40
1252,1953/8/19,1,F,46
1253,1967/8/28,14,F,32
1254,1939/8/31,3,F,60
1255,1966/8/7,1,F,33
1256,1955/11/13,46,F,44
1257,1928/9/1,35,F,71
1258,1924/9/20,35,M,75
1259,1966/9/29,18,M,33
1260,1945/1/3,57,F,54
1261,1951/9/28,57,M,48
1262,1952/4/3,35,M,47
1263,1959/2/25,35,F,40
1264,1976/10/3,61,F,23
1265,1958/12/21,57,F,41
1266,1952/11/24,71,F,47
1267,1954/2/11,29,F,45
1268,1949/3/30,29,M,50
1269,1948/12/31,1,F,51
1270,1930/5/16,13,M,69
1271,1935/11/29,47,M,64
1272,1944/4/15,8,M,55
1273,1978/6/15,6,M,21
1274,1976/1/25,44,M,23
1275,1951/10/10,1,F,48
1276,1942/4/26,68,F,57
1277,1931/4/7,70,M,68
1278,1978/9/12,72,M,21
1279,1956/7/11,16,M,43
1280,1952/5/8,34,M,47
1281,1949/12/28,34,F,50
1282,1936/11/27,52,M,63
1283,1939/2/9,66,F,60
1284,1943/8/4,66,M,56
1285,1939/11/26,62,M,60
1286,1950/3/13,52,F,49
1287,1944/8/9,65,F,55
1288,1972/5/20,73,M,27
1289,1946/9/18,59,M,53
1290,1976/1/29,35,M,23
1291,1964/4/18,1,F,35
1292,1977/4/28,14,M,22
1293,1927/1/29,1,M,72
1294,1930/5/29,1,F,69
1295,1944/2/9,74,F,55
1296,1959/8/1,55,F,40
1297,1918/1/28,64,F,81
1298,1921/3/15,64,M,78
1299,1920/10/16,2,F,79
1300,1979/10/27,45,M,20
1303,1940/8/16,42,F,59
1304,1936/7/28,37,M,63
1305,1945/4/28,55,F,54
1306,1922/10/8,32,F,77
1307,1953/4/8,74,M,46
1308,1954/2/18,69,M,45
1309,1975/6/17,1,M,24
1310,1977/9/24,41,F,22
1311,1956/12/18,54,F,43
1312,1935/4/3,35,F,64
1313,1970/11/20,54,M,29
1314,1975/6/9,54,F,24
1315,1923/2/26,34,M,76
1316,1946/11/13,67,F,53
1317,1945/5/18,67,M,54
1318,1931/3/10,47,M,68
1321,1977/11/9,35,F,22
1322,1945/9/22,4,F,54
1323,1944/1/6,70,M,55
1324,1956/8/7,66,F,43
1325,1945/9/19,39,M,54
1326,1956/5/12,55,F,43
1327,1963/12/31,20,F,36
1328,1937/6/5,42,F,62
1329,1918/2/16,26,M,81
1330,1968/9/17,66,M,31
1331,1963/11/24,54,M,36
1332,1957/11/27,5,F,42
1333,1949/4/20,48,M,50
1334,1978/2/6,8,M,21
1335,1961/1/25,1,F,38
1336,1962/11/4,1,M,37
1337,1979/3/29,56,F,20
1338,1983/7/26,56,M,16
1339,1959/5/4,22,M,40
1340,1939/3/20,68,F,60
1341,1962/6/17,69,F,37
1343,1939/8/16,1,F,60
1344,1935/2/18,1,M,64
1345,1968/5/22,32,M,31
1346,1954/8/29,13,M,45
1347,1970/3/6,13,M,29
1348,1975/6/7,13,F,24
1349,1968/1/7,26,F,31
1350,1959/4/28,1,M,40
1351,1951/9/24,1,F,48
1352,1971/4/1,54,F,28
1353,1959/2/13,27,M,40
1354,1921/1/14,64,M,78
1355,1976/2/1,35,F,23
1356,1932/9/18,1,M,67
1359,1951/9/4,1,F,48
1360,1946/8/19,1,M,53
1361,1922/9/29,1,F,77
1362,1929/1/3,1,M,70
1363,1979/12/27,6,F,20
1364,1933/12/28,1,M,66
1365,1938/2/23,1,F,61
1366,1980/3/2,12,F,19
1367,1965/10/27,60,F,34
1368,1957/12/30,60,M,42
1369,1978/10/23,41,M,21
1370,1965/1/11,34,F,34
1371,1948/10/22,49,F,51
1372,1976/12/7,28,F,23
1373,1975/2/8,74,F,24
1375,1977/1/27,69,M,22
1376,1958/9/3,18,M,41
1377,1951/7/23,18,F,48
1378,1941/11/25,74,F,58
1379,1937/2/18,74,M,62
1380,1953/7/29,44,F,46
1382,1979/11/23,18,F,20
1383,1982/10/5,29,M,17
1384,1953/4/24,40,F,46
1385,1953/8/30,22,M,46
1386,1956/8/9,22,F,43
1387,1977/2/22,1,F,22
1388,1962/9/6,5,F,37
1389,1927/3/4,43,F,72
1390,1979/5/27,59,F,20
1391,1965/11/22,41,M,34
1392,1932/2/6,50,M,67
1393,1934/5/1,50,F,65
1394,1942/8/22,49,F,57
1395,1941/10/18,49,M,58
1396,1946/3/14,39,F,53
1397,1921/12/25,66,F,78
1401,1981/7/24,35,M,18
1402,1936/11/25,44,M,63
1403,1944/1/2,44,F,55
1404,1968/12/20,11,F,31
1406,1948/11/12,29,F,51
1407,1941/8/4,29,M,58
1408,1969/8/7,49,M,30
1409,1951/4/30,25,M,48
1410,1944/2/3,18,M,55
1411,1939/8/6,18,F,60
1412,1979/11/5,6,M,20
1413,1969/7/16,11,F,30
1414,1974/11/13,70,F,25
1416,1927/12/2,19,M,72
1417,1966/11/12,27,F,33
1418,1974/6/16,41,F,25
1419,1918/1/25,74,F,81
1420,1916/1/20,74,M,83
1421,1956/2/10,20,F,43
1422,1976/2/23,69,F,23
1423,1982/4/11,69,M,17
1424,1952/1/5,8,M,47
1425,1968/8/27,12,M,31
1426,1964/4/30,12,F,35
1427,1965/12/16,14,F,34
1428,1920/4/23,12,M,79
1429,1927/9/4,12,F,72
1430,1982/5/29,64,F,17
1431,1930/11/8,55,F,69
1432,1961/8/17,16,F,38
1433,1959/7/10,72,F,40
1434,1967/3/25,72,M,32
1435,1953/6/25,52,M,46
1438,1963/10/25,29,F,36
1439,1974/9/10,29,M,25
1440,1978/1/17,1,M,21
1441,1931/12/5,42,F,68
1442,1933/4/18,42,M,66
1443,1935/1/25,29,M,64
1444,1942/7/14,29,F,57
1445,1941/7/24,68,M,58
1446,1954/7/29,70,M,45
1447,1952/6/21,70,F,47
1448,1957/10/9,50,F,42
1449,1949/6/29,41,M,50
1450,1969/3/17,61,F,30
1452,1940/5/28,72,F,59
1453,1966/3/29,29,F,33
1454,1925/10/3,73,M,74
1455,1927/9/2,73,F,72
1456,1928/4/24,70,M,71
1457,1934/10/12,70,F,65
1458,1938/4/8,67,M,61
1459,1976/9/8,4,M,23
1460,1933/3/13,23,F,66
1461,1969/12/21,28,M,30
1462,1941/3/2,49,M,58
1463,1936/1/26,70,F,63
1464,1928/4/1,36,F,71
1465,1931/1/6,36,M,68
1466,1953/8/22,39,M,46
1467,1924/9/30,65,M,75
1468,1940/4/16,77,F,59
1469,1966/9/14,54,F,33
1470,1942/5/4,1,M,57
1471,1938/9/15,1,F,61
1472,1967/9/10,1,F,32
1473,1931/12/6,1,F,68
1474,1971/12/15,45,F,28
1475,1932/3/31,19,M,67
1476,1970/11/30,70,M,29
1478,1969/8/21,4,M,30
1479,1956/6/22,1,M,43
1480,1943/5/28,69,M,56
1481,1933/11/23,62,F,66
1482,1950/3/28,46,F,49
1483,1951/5/10,1,F,48
1484,1952/6/18,1,M,47
1485,1978/5/14,7,M,21
1486,1974/9/13,7,F,25
1487,1976/8/27,48,F,23
1488,1961/1/9,31,M,38
1489,1928/1/24,6,M,71
1490,1928/4/20,42,M,71
1491,1982/4/21,19,M,17
1492,1968/5/9,9,F,31
1493,1922/12/29,1,M,77
1494,1915/3/22,1,F,84
1495,1931/2/10,1,F,68
1496,1942/6/8,1,F,57
1497,1948/8/3,53,F,51
1498,1941/2/9,53,M,58
1499,1951/11/29,74,F,48
1500,1981/12/12,1,M,18
1501,1946/1/22,68,M,53
1502,1973/1/24,68,M,26
1503,1922/9/1,58,M,77
1504,1918/1/16,58,F,81
1505,1971/6/25,65,F,28
1506,1931/6/25,22,M,68
1507,1929/11/22,22,F,70
1508,1954/6/30,67,F,45
1509,1942/4/19,62,F,57
1510,1948/1/30,34,F,51
1511,1962/3/6,13,F,37
1512,1942/8/11,5,F,57
1513,1959/8/21,74,M,40
1514,1957/8/2,68,M,42
1516,1946/10/17,38,F,53
1517,1956/10/2,66,M,43
1518,1960/7/28,3,F,39
1519,1959/7/6,3,M,40
1520,1956/11/5,72,M,43
1521,1979/10/10,5,M,20
1522,1968/5/14,52,F,31
1523,1931/8/30,29,F,68
1524,1962/1/13,30,F,37
1525,1943/3/9,1,M,56
1526,1935/3/15,1,F,64
1527,1934/12/18,49,M,65
1528,1964/3/20,57,M,35
1529,1972/6/20,43,F,27
1530,1945/8/6,74,F,54
1531,1960/6/28,52,F,39
1532,1962/10/30,52,M,37
1533,1960/12/22,55,M,39
1534,1952/12/22,17,F,47
1535,1936/10/28,40,M,63
1536,1967/10/13,37,F,32
1537,1979/12/7,54,M,20
1539,1923/11/19,32,M,76
1540,1937/11/7,36,M,62
1541,1933/3/6,36,F,66
1542,1919/12/8,31,M,80
1543,1927/6/2,31,F,72
1546,1930/4/13,28,M,69
1547,1927/12/20,28,F,72
1548,1923/3/4,70,M,76
1549,1928/11/14,70,F,71
1550,1946/11/21,8,F,53
1554,1944/12/15,55,M,55
1555,1950/9/14,30,M,49
1556,1950/4/2,66,M,49
1557,1959/12/14,35,F,40
1558,1927/1/25,11,F,72
1559,1940/10/20,72,M,59
1561,1923/9/16,1,F,76
1562,1919/8/14,1,M,80
1563,1978/8/6,3,M,21
1564,1947/6/25,40,F,52
1565,1960/5/19,71,M,39
1566,1966/10/20,15,F,33
1567,1930/4/19,50,M,69
1568,1927/6/29,50,F,72
1569,1956/7/17,54,F,43
1570,1958/6/17,54,M,41
1571,1967/10/15,7,F,32
1572,1963/12/12,1,F,36
1574,1979/2/18,18,M,20
1575,1923/10/6,55,F,76
1576,1919/5/2,55,M,80
1577,1944/4/19,23,M,55
1578,1971/8/15,40,F,28
1579,1963/10/13,27,M,36
1580,1968/6/18,1,F,31
1581,1963/4/15,56,F,36
1582,1934/2/14,54,M,65
1583,1972/1/8,1,F,27
1584,1962/1/29,1,F,37
1585,1935/7/20,60,M,64
1586,1934/1/12,60,F,65
1587,1928/5/5,23,M,71
1588,1950/10/29,45,M,49
1589,1951/11/27,48,F,48
1590,1940/8/10,13,F,59
1591,1953/7/7,42,F,46
1592,1928/4/11,56,M,71
1593,1925/5/31,56,F,74
1594,1939/9/29,56,M,60
1595,1954/12/16,56,F,45
1596,1978/10/22,58,F,21
1597,1956/5/10,60,M,43
1598,1925/4/25,67,M,74
1599,1964/10/8,43,M,35
1600,1965/6/15,43,F,34
1601,1969/3/29,42,F,30
1602,1968/12/30,42,M,31
1603,1968/8/27,26,M,31
1604,1969/7/21,26,F,30
1605,1980/9/21,52,F,19
1606,1982/9/2,65,M,17
1607,1941/5/26,8,F,58
1608,1941/11/11,53,M,58
1609,1944/5/30,53,F,55
1610,1942/4/23,68,F,57
1611,1963/12/2,59,F,36
1612,1959/6/30,59,M,40
1613,1961/1/15,50,M,38
1614,1938/5/18,21,M,61
1615,1952/4/28,74,F,47
1616,1938/5/23,54,M,61
1617,1950/4/30,5,F,49
1618,1979/12/7,17,F,20
1619,1942/1/27,74,F,57
1620,1936/5/15,74,M,63
1621,1952/4/5,76,F,47
1622,1950/10/12,52,M,49
1623,1963/7/9,36,M,36
1624,1965/9/10,9,M,34
1625,1973/7/12,9,F,26
1628,1957/3/25,12,F,42
1629,1966/9/1,28,M,33
1630,1964/2/19,28,F,35
1631,1976/4/30,74,M,23
1632,1943/2/20,8,F,56
1633,1972/8/28,55,F,27
1634,1969/11/10,55,M,30
1635,1930/9/2,75,F,69
1636,1932/9/12,75,M,67
1637,1943/10/20,21,M,56
1638,1954/1/30,40,F,45
1639,1959/5/1,1,F,40
1640,1953/6/13,51,F,46
1641,1923/1/28,31,F,76
1642,1959/10/10,1,F,40
1643,1976/4/17,39,F,23
1644,1976/6/6,56,M,23
1645,1961/3/10,39,F,38
1646,1966/3/17,8,M,33
1647,1978/3/26,71,F,21
1648,1952/3/12,46,M,47
1649,1950/3/16,46,F,49
1650,1953/3/29,1,M,46
1651,1966/7/10,11,F,33
1653,1944/6/19,42,M,55
1654,1963/12/8,60,M,36
1655,1972/2/4,74,M,27
1656,1968/6/18,22,F,31
1657,1935/10/2,32,M,64
1658,1929/8/21,52,F,70
1659,1937/12/15,1,F,62
1660,1982/12/11,1,F,17
1661,1953/4/16,47,F,46
1662,1967/9/7,53,M,32
1663,1957/4/29,19,M,42
1664,1918/11/10,64,F,81
1665,1912/3/2,64,M,87
1666,1941/8/31,1,M,58
1667,1940/8/13,1,F,59
1668,1949/8/17,20,F,50
1669,1952/10/25,47,M,47
1670,1961/5/7,53,M,38
1671,1931/9/15,57,F,68
1672,1928/1/7,57,M,71
1673,1972/7/9,48,M,27
1674,1920/10/27,11,F,79
1675,1940/2/15,74,M,59
1676,1953/2/3,53,M,46
1677,1946/9/7,53,F,53
1679,1942/4/17,67,F,57
1680,1975/3/28,29,F,24
1681,1940/11/25,34,M,59
1682,1956/9/7,69,M,43
1683,1951/12/24,15,F,48
1684,1946/10/25,15,M,53
1685,1944/4/21,61,F,55
1686,1947/11/8,1,F,52
1687,1947/2/27,1,M,52
1688,1923/8/10,32,M,76
1689,1936/12/4,1,M,63
1690,1947/8/17,46,F,52
1691,1978/2/8,21,F,21
1692,1972/2/7,62,M,27
1693,1980/7/6,45,F,19
1694,1979/12/27,45,M,20
1696,1923/3/21,1,F,76
1697,1964/1/10,55,F,35
1698,1967/11/21,55,M,32
1699,1955/3/11,17,M,44
1700,1949/3/9,7,M,50
1701,1945/6/11,7,F,54
1702,1973/4/7,53,F,26
1703,1918/1/11,50,M,81
1704,1914/10/3,50,F,85
1705,1946/7/1,19,F,53
1706,1944/7/19,19,M,55
1707,1951/2/18,10,M,48
1709,1952/12/13,74,F,47
1710,1944/2/11,54,M,55
1711,1962/6/14,64,F,37
1712,1964/1/1,64,M,35
1713,1935/4/21,65,M,64
1714,1945/5/22,58,M,54
1717,1979/3/7,73,F,20
1718,1938/7/27,75,M,61
1719,1970/8/9,35,M,29
1720,1934/2/24,33,F,65
1721,1934/7/2,33,M,65
1722,1933/10/1,68,M,66
1723,1981/2/28,71,F,18
1724,1934/10/21,68,F,65
1725,1959/1/18,76,F,40
1726,1952/6/3,76,M,47
1727,1951/1/21,32,M,48
1728,1946/8/18,32,F,53
1729,1947/5/16,76,M,52
1730,1932/12/15,40,M,67
1731,1968/11/30,17,F,31
1733,1974/7/20,57,F,25
1734,1975/11/10,26,M,24
1735,1976/5/31,26,F,23
1736,1979/4/17,41,F,20
1737,1955/7/30,27,M,44
1738,1963/1/25,27,F,36
1741,1932/7/2,70,M,67
1742,1954/6/6,1,M,45
1743,1959/7/27,3,M,40
1744,1969/12/28,50,F,30
1745,1959/10/18,23,F,40
1746,1959/9/10,11,F,40
1747,1956/2/20,11,M,43
1748,1976/12/31,64,M,23
1749,1928/11/17,50,F,71
1750,1964/12/31,23,M,35
1751,1959/1/24,54,M,40
1752,1978/11/23,70,M,21
1753,1979/2/26,60,F,20
1754,1979/5/29,57,M,20
1755,1965/8/18,65,F,34
1756,1936/7/8,1,M,63
1757,1937/9/30,1,F,62
1758,1947/11/13,35,M,52
1759,1923/1/16,63,F,76
1760,1923/3/7,77,M,76
1761,1948/4/23,45,M,51
1762,1956/12/30,61,M,43
1763,1967/12/7,46,M,32
1764,1971/7/9,66,M,28
1765,1975/8/3,9,M,24
1768,1951/4/27,29,M,48
1769,1949/8/5,12,M,50
1770,1951/10/15,12,F,48
1771,1927/10/20,54,F,72
1772,1979/9/21,73,F,20
1774,1971/10/5,32,F,28
1775,1943/12/8,73,M,56
1776,1954/10/24,30,F,45
1777,1963/1/8,69,F,36
1778,1968/9/2,69,M,31
1779,1935/11/26,37,M,64
1780,1954/12/9,54,F,45
1781,1924/8/16,67,M,75
1782,1948/12/24,19,M,51
1783,1946/10/5,1,F,53
1784,1980/11/2,2,F,19
1785,1975/11/25,39,M,24
1786,1934/6/25,63,F,65
1787,1931/11/28,63,M,68
1788,1950/3/23,1,M,49
1789,1933/8/7,61,F,66
1790,1953/5/28,1,M,46
1791,1966/5/12,5,F,33
1792,1975/9/1,54,M,24
1793,1945/3/17,41,F,54
1794,1940/3/30,54,F,59
1795,1960/2/28,38,F,39
1796,1938/11/23,10,M,61
1797,1941/11/4,10,F,58
1798,1933/7/8,70,M,66
1799,1959/6/26,36,M,40
1800,1943/9/28,63,F,56
1801,1970/1/1,66,M,29
1802,1964/10/16,66,F,35
1803,1946/5/12,25,F,53
1806,1952/1/3,5,M,47
1807,1935/6/30,47,M,64
1808,1933/6/26,47,F,66
1809,1931/5/12,24,M,68
1810,1919/6/30,41,M,80
1811,1939/3/29,1,M,60
1812,1947/5/17,36,F,52
1813,1949/9/28,36,M,50
1814,1940/3/12,57,M,59
1815,1977/2/24,16,F,22
1816,1951/7/24,62,M,48
1817,1953/12/6,47,F,46
1818,1956/10/2,47,M,43
1819,1979/4/20,43,F,20
1820,1928/11/20,50,F,71
1821,1941/4/24,1,M,58
1822,1922/9/13,71,F,77
1823,1978/8/7,1,F,21
1824,1960/8/3,69,M,39
1825,1974/4/24,51,F,25
1826,1937/9/12,13,M,62
1827,1941/8/16,13,F,58
1828,1962/11/14,69,M,37
1829,1942/8/16,51,F,57
1830,1952/2/3,33,M,47
1831,1976/10/9,51,M,23
1832,1966/7/31,1,F,33
1833,1966/11/15,30,M,33
1834,1927/2/19,7,M,72
1835,1928/3/11,7,F,71
1836,1944/3/7,36,F,55
1837,1957/1/13,67,M,42
1838,1959/11/27,67,F,40
1839,1936/12/18,5,F,63
1840,1935/10/28,5,M,64
1841,1953/3/23,67,F,46
1842,1943/9/13,9,M,56
1843,1939/1/25,48,F,60
1844,1922/2/3,74,F,77
1845,1918/11/14,74,M,81
1846,1980/12/12,48,M,19
1847,1979/1/30,52,F,20
1848,1924/7/2,6,F,75
1849,1922/9/24,57,F,77
1850,1942/7/5,52,F,57
1851,1975/9/12,31,F,24
1852,1962/9/5,50,M,37
1853,1965/8/18,1,M,34
1854,1932/5/27,70,F,67
1856,1968/8/22,54,F,31
1857,1964/3/16,54,M,35
1860,1964/10/31,1,F,35
1861,1957/7/15,29,M,42
1862,1977/10/9,50,F,22
1863,1952/2/16,54,M,47
1864,1948/3/14,22,M,51
1865,1949/6/9,22,F,50
1866,1942/6/11,64,F,57
1867,1944/9/24,1,F,55
1868,1980/2/16,60,M,19
1869,1933/2/14,1,F,66
1870,1935/4/29,1,M,64
1871,1980/2/20,1,F,19
1872,1963/1/24,52,F,36
1873,1968/10/26,52,M,31
1874,1946/10/20,1,M,53
1875,1976/10/19,15,M,23
1876,1951/7/1,1,M,48
1877,1957/8/21,47,F,42
1878,1963/9/2,47,M,36
1879,1944/4/2,21,F,55
1880,1974/8/8,1,M,25
1881,1934/1/24,72,M,65
1882,1932/5/24,72,F,67
1883,1961/10/27,18,F,38
1884,1976/1/26,59,F,23
1885,1970/1/7,47,F,29
1886,1920/4/7,34,M,79
1887,1926/7/15,54,M,73
1888,1918/9/24,66,F,81
1889,1957/7/28,32,F,42
1890,1955/8/14,14,F,44
1891,1959/3/4,62,F,40
1892,1928/3/26,66,M,71
1893,1934/2/11,66,F,65
1894,1947/11/5,1,F,52
1895,1965/11/3,47,F,34
1896,1982/2/8,48,M,17
1897,1969/3/7,36,F,30
1898,1961/8/1,73,M,38
1899,1941/7/3,10,M,58
1900,1965/11/22,23,M,34
1901,1962/11/7,23,F,37
1903,1939/8/30,1,F,60
1904,1941/2/22,66,M,58
1905,1949/5/18,72,F,50
1906,1922/7/7,63,M,77
1907,1928/9/8,75,F,71
1908,1920/1/17,33,M,79
1909,1944/3/16,35,F,55
1910,1946/11/8,67,M,53
1911,1938/4/21,48,F,61
1912,1972/2/26,57,M,27
